1,#CC7700,
#,,9
1,#CC4400,
#,,9
1,#CC6644,
#,,3
1,#DD5500,
#,,1
1,#DD5500,
1,#FF0044,
#,,1
1,#DD0077,
1,#DD5555,
1,#DD5555,
1,#DD5555,
1,#FF7700,
#,,1
1,#FF4444,
1,#FF7700,
1,#FF7700,
1,#FF7700,
1,#FFDD55,
#,,1
1,#CCAA99,
1,#CCAA99,
1,#DD3300,
1,#DD3300,
1,#AA5577,
#,,1
1,#CCCCBB,
1,#CCAA99,
1,#DD3300,
#,,2
1,#a50,
#,,3
1,#553300
#,,1
1,#EE8800
1,#EE5555
1,#EE5555
#,,1
1,#EEBB00
1,#FF8800
1,#FF8800
#,,1
1,#FF8800
#,,1
1,#AA4400
#,,3
1,#EE6600
#,,3
1,#FF6600
1,#FF6600
1,#DD4400
1,#885500
1,#EE3344
1,#EE3344
1,#EE3344
1,#EE3344
#,,1
1,#DD8800
1,#FF5533
1,#FF5533
1,#FF5533
1,#FF5533
1,#FF5533
1,#FF5533
1,#FF5533
#,,1
1,#FF5533
#,,6
1,#EE4444
#,,3
